Airline,Travel_date,From,To,Departure_time,Arrival_time,Duration_minutes,Stops,Price
Vistara,10/01/2023,Mumbai,Goa,16:00,14:05,1325,1.0, 7445
Go First,10/01/2023,Mumbai,Ahmedabad,22:40,23:50,70,0.0, 1899
Go First,10/01/2023,Mumbai,Ahmedabad,23:30,00:40,70,0.0, 1899
Akasa Air,10/01/2023,Mumbai,Ahmedabad,14:10,15:25,75,0.0, 2597
Akasa Air,10/01/2023,Mumbai,Ahmedabad,05:40,06:55,75,0.0, 2797
IndiGo,10/01/2023,Mumbai,Ahmedabad,15:40,17:00,80,0.0, 2895
IndiGo,10/01/2023,Mumbai,Ahmedabad,00:30,01:45,75,0.0, 2930
IndiGo,10/01/2023,Mumbai,Ahmedabad,16:45,18:05,80,0.0, 2930
Go First,10/01/2023,Mumbai,Ahmedabad,15:15,16:25,70,0.0, 3146
Vistara,10/01/2023,Mumbai,Ahmedabad,15:20,16:40,80,0.0, 3439
Go First,10/01/2023,Mumbai,Ahmedabad,13:30,14:35,65,0.0, 3446
IndiGo,10/01/2023,Mumbai,Ahmedabad,13:10,14:15,65,0.0, 3875
IndiGo,10/01/2023,Mumbai,Ahmedabad,06:30,07:45,75,0.0, 4780
Vistara,10/01/2023,Mumbai,Ahmedabad,06:35,07:50,75,0.0, 6363
Vistara,10/01/2023,Mumbai,Ahmedabad,22:40,23:55,75,0.0, 6363
Go First,10/01/2023,Mumbai,Ahmedabad,07:20,08:25,65,0.0, 8117
Air India,10/01/2023,Mumbai,Ahmedabad,18:35,19:55,80,0.0, 8253
IndiGo,10/01/2023,Mumbai,Ahmedabad,18:35,19:50,75,0.0, 8720
IndiGo,10/01/2023,Mumbai,Ahmedabad,20:25,21:40,75,0.0, 10879
Go First,10/01/2023,Mumbai,Ahmedabad,13:40,20:25,405,1.0, 11700
IndiGo,10/01/2023,Mumbai,Ahmedabad,08:05,09:05,60,0.0, 12699
Vistara,10/01/2023,Mumbai,Ahmedabad,15:45,22:55,430,1.0, 12978
Akasa Air,10/01/2023,Mumbai,Ahmedabad,09:50,11:10,80,0.0, 13197
Vistara,10/01/2023,Mumbai,Ahmedabad,23:10,22:55,1425,1.0, 13923
IndiGo,10/01/2023,Mumbai,Tirupati,05:25,14:05,520,1.0, 5364
Air India,10/01/2023,Mumbai,Tirupati,06:00,13:55,475,1.0, 6429
IndiGo,10/01/2023,Mumbai,Tirupati,00:15,10:55,640,1.0, 6559
SpiceJet,10/01/2023,Mumbai,Tirupati,13:45,15:40,115,0.0, 7918
IndiGo,10/01/2023,Mumbai,Tirupati,16:05,19:30,205,1.0, 8022
"IndiGo, Air India",10/01/2023,Mumbai,Tirupati,05:25,13:55,510,1.0, 8741
"Vistara, Air India",10/01/2023,Mumbai,Tirupati,06:20,13:55,455,1.0, 9791
IndiGo,10/01/2023,Mumbai,Tirupati,13:10,19:30,380,1.0, 10721
IndiGo,10/01/2023,Mumbai,Tirupati,20:30,07:30,660,1.0, 11298
"IndiGo, Air India",10/01/2023,Mumbai,Tirupati,05:35,13:55,500,2.0, 11757
"IndiGo, Air India",10/01/2023,Mumbai,Tirupati,06:50,13:55,425,1.0, 12311
IndiGo,10/01/2023,Mumbai,Tirupati,06:50,14:05,435,1.0, 13136
IndiGo,10/01/2023,Mumbai,Tirupati,06:50,17:10,620,1.0, 13451
IndiGo,10/01/2023,Mumbai,Tirupati,09:10,19:30,620,1.0, 15446
IndiGo,10/01/2023,Mumbai,Tirupati,09:10,14:05,295,1.0, 15761
IndiGo,10/01/2023,Mumbai,Tirupati,09:10,17:10,480,1.0, 16076
Akasa Air,10/01/2023,Mumbai,Bengaluru,22:20,00:05,105,0.0, 2702
AirAsia,10/01/2023,Mumbai,Bengaluru,21:50,23:50,120,0.0, 2999
Akasa Air,10/01/2023,Mumbai,Bengaluru,00:05,01:45,100,0.0, 2152
IndiGo,10/01/2023,Mumbai,Bengaluru,00:15,02:00,105,0.0, 3000
Akasa Air,10/01/2023,Mumbai,Bengaluru,00:05,01:45,100,0.0, 3002
Akasa Air,10/01/2023,Mumbai,Bengaluru,20:25,22:05,100,0.0, 3002
Go First,10/01/2023,Mumbai,Bengaluru,22:15,23:55,100,0.0, 3151
Akasa Air,10/01/2023,Mumbai,Bengaluru,13:00,14:30,90,0.0, 3599
Akasa Air,10/01/2023,Mumbai,Bengaluru,14:15,15:45,90,0.0, 3599
AirAsia,10/01/2023,Mumbai,Bengaluru,19:40,21:40,120,0.0, 3600
AirAsia,10/01/2023,Mumbai,Bengaluru,20:35,22:15,100,0.0, 3600
IndiGo,10/01/2023,Mumbai,Bengaluru,15:00,16:35,95,0.0, 3789
Go First,10/01/2023,Mumbai,Bengaluru,05:45,07:25,100,0.0, 3950
Go First,10/01/2023,Mumbai,Bengaluru,19:15,20:55,100,0.0, 3950
IndiGo,10/01/2023,Mumbai,Bengaluru,23:10,00:45,95,0.0, 3999
IndiGo,10/01/2023,Mumbai,Bengaluru,16:45,18:40,115,0.0, 4085
AirAsia,10/01/2023,Mumbai,Bengaluru,03:55,08:20,265,1.0, 4277
AirAsia,10/01/2023,Mumbai,Bengaluru,23:20,07:05,465,1.0, 4277
Vistara,10/01/2023,Mumbai,Bengaluru,16:00,17:45,105,0.0, 4400
IndiGo,10/01/2023,Mumbai,Bengaluru,18:50,20:40,110,0.0, 4400
Air India,10/01/2023,Mumbai,Bengaluru,05:25,12:20,415,1.0, 4862
AirAsia,10/01/2023,Mumbai,Bengaluru,01:15,07:05,350,1.0, 4966
IndiGo,10/01/2023,Mumbai,Bengaluru,09:50,11:30,100,0.0, 5025
IndiGo,10/01/2023,Mumbai,Bengaluru,20:35,22:25,110,0.0, 5025
Vistara,10/01/2023,Mumbai,Bengaluru,06:00,07:45,105,0.0, 5049
Akasa Air,10/01/2023,Mumbai,Bengaluru,09:20,11:05,105,0.0, 5052
IndiGo,10/01/2023,Mumbai,Bengaluru,07:00,08:35,95,0.0, 5335
IndiGo,10/01/2023,Mumbai,Bengaluru,07:40,09:35,115,0.0, 5335
IndiGo,10/01/2023,Mumbai,Bengaluru,12:15,13:45,90,0.0, 5335
Vistara,10/01/2023,Mumbai,Bengaluru,17:30,19:15,105,0.0, 5345
Air India,10/01/2023,Mumbai,Bengaluru,21:00,05:35,515,1.0, 6056
Air India,10/01/2023,Mumbai,Bengaluru,06:45,08:30,105,0.0, 6122
Air India,10/01/2023,Mumbai,Bengaluru,09:20,11:05,105,0.0, 6122
Air India,10/01/2023,Mumbai,Bengaluru,16:40,18:25,105,0.0, 6122
Air India,10/01/2023,Mumbai,Bengaluru,18:50,20:30,100,0.0, 6122
IndiGo,10/01/2023,Mumbai,Bengaluru,08:30,10:20,110,0.0, 6206
IndiGo,10/01/2023,Mumbai,Bengaluru,05:35,13:55,500,1.0, 6222
Vistara,10/01/2023,Mumbai,Bengaluru,17:55,19:15,80,0.0, 6605
Vistara,10/01/2023,Mumbai,Bengaluru,22:50,15:55,1025,1.0, 6605
IndiGo,10/01/2023,Mumbai,Bengaluru,20:30,06:35,605,1.0, 8110
Vistara,10/01/2023,Mumbai,Bengaluru,21:30,22:50,80,0.0, 8180
IndiGo,10/01/2023,Mumbai,Bengaluru,04:50,09:25,275,1.0, 8726
Vistara,10/01/2023,Mumbai,Bengaluru,09:05,10:50,105,0.0, 9965
Vistara,10/01/2023,Mumbai,Bengaluru,19:10,20:55,105,0.0, 9965
Vistara,10/01/2023,Mumbai,Bengaluru,11:25,15:55,270,1.0, 10038
Vistara,10/01/2023,Mumbai,Bengaluru,07:00,08:45,105,0.0, 11724
IndiGo,10/01/2023,Mumbai,Bengaluru,11:30,16:15,285,1.0, 12401
AirAsia,10/01/2023,Mumbai,New Delhi,15:15,23:05,470,1.0, 5328
Go First,10/01/2023,Mumbai,New Delhi,05:50,08:00,130,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,08:45,10:55,130,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,09:55,12:05,130,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,19:10,21:20,130,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,20:15,22:25,130,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,21:15,23:30,135,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,22:55,01:05,130,0.0, 5395
Go First,10/01/2023,Mumbai,New Delhi,23:45,02:00,135,0.0, 5395
IndiGo,10/01/2023,Mumbai,New Delhi,23:50,09:40,590,1.0, 5581
SpiceJet,10/01/2023,Mumbai,New Delhi,06:10,10:30,260,1.0, 5731
Akasa Air,10/01/2023,Mumbai,New Delhi,13:25,15:30,125,0.0, 5823
AirAsia,10/01/2023,Mumbai,New Delhi,07:35,14:30,415,1.0, 5855
IndiGo,10/01/2023,Mumbai,New Delhi,23:15,01:40,145,0.0, 5899
SpiceJet,10/01/2023,Mumbai,New Delhi,07:10,09:30,140,0.0, 5938
SpiceJet,10/01/2023,Mumbai,New Delhi,10:05,12:20,135,0.0, 5938
SpiceJet,10/01/2023,Mumbai,New Delhi,23:00,01:15,135,0.0, 5938
IndiGo,10/01/2023,Mumbai,New Delhi,23:50,06:40,410,1.0, 6092
SpiceJet,10/01/2023,Mumbai,New Delhi,21:10,23:20,130,0.0, 6942
IndiGo,10/01/2023,Mumbai,New Delhi,02:30,04:45,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,05:00,07:15,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,06:05,08:20,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,07:00,09:15,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,07:00,09:15,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,07:45,10:00,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,08:00,10:15,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,08:30,10:45,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,09:00,11:20,140,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,09:30,11:45,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,10:00,12:15,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,10:25,12:40,135,0.0, 7308
Vistara,10/01/2023,Mumbai,New Delhi,11:55,14:05,130,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,12:05,14:15,130,0.0, 7308
Vistara,10/01/2023,Mumbai,New Delhi,12:25,14:50,145,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,12:40,15:00,140,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,13:00,15:15,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,14:35,16:45,130,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,15:30,17:55,145,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,15:45,17:35,110,0.0, 7308
Vistara,10/01/2023,Mumbai,New Delhi,15:45,18:05,140,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,16:35,18:40,125,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,17:15,19:30,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,18:00,20:20,140,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,18:45,21:00,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,19:00,21:20,140,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,20:00,22:15,135,0.0, 7308
Air India,10/01/2023,Mumbai,New Delhi,21:05,22:55,110,0.0, 7308
Vistara,10/01/2023,Mumbai,New Delhi,21:55,00:10,135,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,22:15,00:40,145,0.0, 7308
Vistara,10/01/2023,Mumbai,New Delhi,23:10,01:00,110,0.0, 7308
IndiGo,10/01/2023,Mumbai,New Delhi,15:40,00:05,505,1.0, 7316
Vistara,10/01/2023,Mumbai,New Delhi,06:00,07:55,115,0.0, 8568
Vistara,10/01/2023,Mumbai,New Delhi,06:30,08:35,125,0.0, 8568
Vistara,10/01/2023,Mumbai,New Delhi,14:40,16:55,135,0.0, 8568
Vistara,10/01/2023,Mumbai,New Delhi,10:30,14:40,250,1.0, 8988
Vistara,10/01/2023,Mumbai,New Delhi,10:20,12:40,140,0.0, 10143
Air India,10/01/2023,Mumbai,New Delhi,17:10,23:25,375,1.0, 10269
Vistara,10/01/2023,Mumbai,New Delhi,17:35,19:45,130,0.0, 11718
Vistara,10/01/2023,Mumbai,New Delhi,18:30,20:40,130,0.0, 11718
Vistara,10/01/2023,Mumbai,New Delhi,20:55,23:00,125,0.0, 11718
IndiGo,10/01/2023,Mumbai,New Delhi,13:10,17:05,235,1.0, 12485
IndiGo,10/01/2023,Mumbai,New Delhi,05:45,09:35,230,1.0, 13451
Vistara,10/01/2023,Mumbai,New Delhi,08:45,11:00,135,0.0, 13818
Vistara,10/01/2023,Mumbai,New Delhi,19:45,21:55,130,0.0, 13818
Vistara,10/01/2023,Mumbai,New Delhi,07:30,09:40,130,0.0, 19068
Go First,10/01/2023,New Delhi,Goa,10:55,13:30,155,0.0, 5202
IndiGo,10/01/2023,New Delhi,Goa,19:10,21:55,165,0.0, 5219
Go First,10/01/2023,New Delhi,Goa,21:30,00:05,155,0.0, 5932
IndiGo,10/01/2023,New Delhi,Goa,20:25,22:50,145,0.0, 6007
SpiceJet,10/01/2023,New Delhi,Goa,07:00,22:20,920,1.0, 6317
SpiceJet,10/01/2023,New Delhi,Goa,16:50,19:15,145,0.0, 6999
SpiceJet,10/01/2023,New Delhi,Goa,17:45,20:25,160,0.0, 6999
IndiGo,10/01/2023,New Delhi,Goa,17:40,20:20,160,0.0, 7004
Go First,10/01/2023,New Delhi,Goa,07:20,16:35,555,1.0, 7050
Vistara,10/01/2023,New Delhi,Goa,18:40,21:20,160,0.0, 7373
SpiceJet,10/01/2023,New Delhi,Goa,12:15,14:50,155,0.0, 7529
Go First,10/01/2023,New Delhi,Goa,07:20,12:45,325,1.0, 7713
AirAsia,10/01/2023,New Delhi,Goa,04:35,07:25,170,0.0, 8159
AirAsia,10/01/2023,New Delhi,Goa,12:45,15:25,160,0.0, 8159
IndiGo,10/01/2023,New Delhi,Goa,16:25,19:05,160,0.0, 8159
AirAsia,10/01/2023,New Delhi,Goa,20:00,22:35,155,0.0, 8159
AirAsia,10/01/2023,New Delhi,Goa,13:15,17:35,260,1.0, 8159
IndiGo,10/01/2023,New Delhi,Goa,17:15,00:20,425,1.0, 8159
Air India,10/01/2023,New Delhi,Goa,10:55,13:25,150,0.0, 8160
Air India,10/01/2023,New Delhi,Goa,22:00,00:40,160,0.0, 8160
"SpiceJet, Go First",10/01/2023,New Delhi,Goa,18:10,23:25,315,1.0, 8168
IndiGo,10/01/2023,New Delhi,Goa,12:05,14:40,155,0.0, 8350
IndiGo,10/01/2023,New Delhi,Goa,20:30,01:30,300,1.0, 8435
IndiGo,10/01/2023,New Delhi,Goa,09:55,12:35,160,0.0, 8650
IndiGo,10/01/2023,New Delhi,Goa,10:55,13:40,165,0.0, 8650
"Go First, SpiceJet",10/01/2023,New Delhi,Goa,06:00,12:30,390,1.0, 8813
IndiGo,10/01/2023,New Delhi,Goa,01:55,07:00,305,1.0, 8834
IndiGo,10/01/2023,New Delhi,Goa,07:25,10:05,160,0.0, 8900
IndiGo,10/01/2023,New Delhi,Goa,20:10,01:35,325,1.0, 8989
Vistara,10/01/2023,New Delhi,Goa,11:10,13:50,160,0.0, 10575
Go First,10/01/2023,New Delhi,Ahmedabad,22:00,23:35,95,0.0, 4239
Alliance Air,10/01/2023,New Delhi,Ahmedabad,13:15,16:20,185,1.0, 4695
IndiGo,10/01/2023,New Delhi,Ahmedabad,22:00,23:35,95,0.0, 4952
IndiGo,10/01/2023,New Delhi,Ahmedabad,05:10,15:00,590,1.0, 5514
SpiceJet,10/01/2023,New Delhi,Ahmedabad,20:10,07:40,690,1.0, 5792
Vistara,10/01/2023,New Delhi,Ahmedabad,21:20,22:55,95,0.0, 6060
SpiceJet,10/01/2023,New Delhi,Ahmedabad,20:30,22:10,100,0.0, 6310
Go First,10/01/2023,New Delhi,Ahmedabad,06:00,07:35,95,0.0, 6539
Go First,10/01/2023,New Delhi,Ahmedabad,17:30,19:05,95,0.0, 6539
IndiGo,10/01/2023,New Delhi,Ahmedabad,13:20,15:00,100,0.0, 6747
IndiGo,10/01/2023,New Delhi,Ahmedabad,21:30,07:25,595,1.0, 7688
Vistara,10/01/2023,New Delhi,Ahmedabad,06:30,08:05,95,0.0, 8265
IndiGo,10/01/2023,New Delhi,Ahmedabad,23:40,01:25,105,0.0, 8517
Air India,10/01/2023,New Delhi,Ahmedabad,04:45,14:10,565,1.0, 9074
Air India,10/01/2023,New Delhi,Ahmedabad,04:55,06:55,120,0.0, 9494
IndiGo,10/01/2023,New Delhi,Ahmedabad,20:20,21:55,95,0.0, 9952
Vistara,10/01/2023,New Delhi,Ahmedabad,13:25,15:00,95,0.0, 10189
Vistara,10/01/2023,New Delhi,Ahmedabad,18:00,19:45,105,0.0, 10189
IndiGo,10/01/2023,New Delhi,Ahmedabad,15:10,20:45,335,1.0, 10361
IndiGo,10/01/2023,New Delhi,Ahmedabad,09:40,11:25,105,0.0, 10952
IndiGo,10/01/2023,New Delhi,Ahmedabad,14:55,20:15,320,1.0, 11729
Air India,10/01/2023,New Delhi,Ahmedabad,19:10,20:50,100,0.0, 11835
Vistara,10/01/2023,New Delhi,Ahmedabad,07:30,16:40,550,1.0, 12187
Akasa Air,10/01/2023,New Delhi,Ahmedabad,19:10,20:55,105,0.0, 13187
Vistara,10/01/2023,New Delhi,Ahmedabad,17:45,23:55,370,1.0, 13305
IndiGo,10/01/2023,New Delhi,Ahmedabad,06:20,08:05,105,0.0, 17294
IndiGo,10/01/2023,New Delhi,Ahmedabad,18:40,20:15,95,0.0, 18052
Air India,10/01/2023,New Delhi,Tirupati,07:10,13:55,405,1.0, 8019
IndiGo,10/01/2023,New Delhi,Tirupati,01:55,07:30,335,1.0, 8245
IndiGo,10/01/2023,New Delhi,Tirupati,06:30,14:05,455,1.0, 8245
IndiGo,10/01/2023,New Delhi,Tirupati,09:55,17:10,435,1.0, 8245
IndiGo,10/01/2023,New Delhi,Tirupati,06:30,17:10,640,1.0, 8245
IndiGo,10/01/2023,New Delhi,Tirupati,09:55,19:30,575,1.0, 8245
IndiGo,10/01/2023,New Delhi,Tirupati,09:55,14:05,250,1.0, 8894
IndiGo,10/01/2023,New Delhi,Tirupati,04:20,10:55,395,1.0, 9251
Air India,10/01/2023,New Delhi,Tirupati,09:45,13:55,250,1.0, 9315
SpiceJet,10/01/2023,New Delhi,Tirupati,20:00,15:40,1180,1.0, 9738
SpiceJet,10/01/2023,New Delhi,Tirupati,18:10,15:40,1290,1.0, 9738
IndiGo,10/01/2023,New Delhi,Tirupati,06:10,12:10,360,1.0, 9842
"IndiGo, Air India",10/01/2023,New Delhi,Tirupati,06:30,13:55,445,1.0, 10327
SpiceJet,10/01/2023,New Delhi,Tirupati,07:00,15:40,520,1.0, 10684
SpiceJet,10/01/2023,New Delhi,Tirupati,02:00,15:40,820,1.0, 10684
"IndiGo, Air India",10/01/2023,New Delhi,Tirupati,08:10,13:55,345,1.0, 10957
"Vistara, Air India",10/01/2023,New Delhi,Tirupati,07:20,13:55,395,1.0, 10958
IndiGo,10/01/2023,New Delhi,Tirupati,13:40,19:30,350,1.0, 11414
SpiceJet,10/01/2023,New Delhi,Tirupati,16:25,07:20,895,1.0, 11442
IndiGo,10/01/2023,New Delhi,Tirupati,08:10,19:30,680,1.0, 11467
IndiGo,10/01/2023,New Delhi,Tirupati,08:10,14:05,355,1.0, 11782
IndiGo,10/01/2023,New Delhi,Tirupati,08:10,17:10,540,1.0, 12097
SpiceJet,10/01/2023,New Delhi,Tirupati,17:35,20:00,1585,1.0, 12779
IndiGo,10/01/2023,New Delhi,Tirupati,21:25,07:30,605,1.0, 13042
IndiGo,10/01/2023,New Delhi,Tirupati,19:45,07:30,705,1.0, 13042
Go First,10/01/2023,New Delhi,Bengaluru,09:35,19:50,615,1.0, 5229
IndiGo,10/01/2023,New Delhi,Bengaluru,04:20,07:15,175,0.0, 5482
IndiGo,10/01/2023,New Delhi,Bengaluru,17:25,20:05,160,0.0, 5482
AirAsia,10/01/2023,New Delhi,Bengaluru,05:45,12:25,400,1.0, 5901
AirAsia,10/01/2023,New Delhi,Bengaluru,08:10,10:55,165,0.0, 6217
AirAsia,10/01/2023,New Delhi,Bengaluru,09:30,12:15,165,0.0, 6217
Vistara,10/01/2023,New Delhi,Bengaluru,19:55,22:40,165,0.0, 6344
IndiGo,10/01/2023,New Delhi,Bengaluru,07:00,09:50,170,0.0, 6416
IndiGo,10/01/2023,New Delhi,Bengaluru,07:55,11:05,190,0.0, 6416
SpiceJet,10/01/2023,New Delhi,Bengaluru,09:20,17:05,465,1.0, 6440
IndiGo,10/01/2023,New Delhi,Bengaluru,21:45,00:35,170,0.0, 6659
AirAsia,10/01/2023,New Delhi,Bengaluru,10:10,17:20,430,1.0, 6737
AirAsia,10/01/2023,New Delhi,Bengaluru,23:05,06:55,470,1.0, 6737
AirAsia,10/01/2023,New Delhi,Bengaluru,21:20,00:25,185,0.0, 7016
IndiGo,10/01/2023,New Delhi,Bengaluru,09:15,12:05,170,0.0, 7079
IndiGo,10/01/2023,New Delhi,Bengaluru,20:30,23:25,175,0.0, 7079
IndiGo,10/01/2023,New Delhi,Bengaluru,22:55,01:45,170,0.0, 7079
Air India,10/01/2023,New Delhi,Bengaluru,18:10,21:00,170,0.0, 7184
Air India,10/01/2023,New Delhi,Bengaluru,21:10,00:05,175,0.0, 7184
IndiGo,10/01/2023,New Delhi,Bengaluru,01:55,08:10,375,1.0, 7487
IndiGo,10/01/2023,New Delhi,Bengaluru,18:25,02:20,475,1.0, 7487
IndiGo,10/01/2023,New Delhi,Bengaluru,10:40,13:30,170,0.0, 7499
IndiGo,10/01/2023,New Delhi,Bengaluru,12:15,15:05,170,0.0, 7499
IndiGo,10/01/2023,New Delhi,Bengaluru,13:05,15:55,170,0.0, 7499
Go First,10/01/2023,New Delhi,Bengaluru,20:10,22:50,160,0.0, 7702
SpiceJet,10/01/2023,New Delhi,Bengaluru,06:20,09:10,170,0.0, 7754
SpiceJet,10/01/2023,New Delhi,Bengaluru,19:35,22:20,165,0.0, 7754
SpiceJet,10/01/2023,New Delhi,Bengaluru,22:00,00:45,165,0.0, 7754
IndiGo,10/01/2023,New Delhi,Bengaluru,19:20,22:05,165,0.0, 7919
Vistara,10/01/2023,New Delhi,Bengaluru,05:35,08:20,165,0.0, 8234
Air India,10/01/2023,New Delhi,Bengaluru,06:10,08:55,165,0.0, 8234
Air India,10/01/2023,New Delhi,Bengaluru,19:25,22:40,195,0.0, 8234
Vistara,10/01/2023,New Delhi,Bengaluru,20:40,23:20,160,0.0, 8234
Air India,10/01/2023,New Delhi,Bengaluru,05:45,12:20,395,1.0, 8234
SpiceJet,10/01/2023,New Delhi,Bengaluru,14:00,16:40,160,0.0, 8445
IndiGo,10/01/2023,New Delhi,Bengaluru,15:40,18:30,170,0.0, 8580
"IndiGo, Akasa Air",10/01/2023,New Delhi,Bengaluru,08:25,14:50,385,1.0, 8654
AirAsia,10/01/2023,New Delhi,Bengaluru,16:30,19:20,170,0.0, 9000
Vistara,10/01/2023,New Delhi,Bengaluru,09:05,11:50,165,0.0, 9284
Go First,10/01/2023,New Delhi,Bengaluru,10:55,15:10,255,1.0, 9367
Go First,10/01/2023,New Delhi,Bengaluru,05:45,08:35,170,0.0, 9701
Akasa Air,10/01/2023,New Delhi,Bengaluru,11:50,14:35,165,0.0, 9977
Air India,10/01/2023,New Delhi,Bengaluru,08:00,10:55,175,0.0, 10334
Air India,10/01/2023,New Delhi,Bengaluru,09:45,12:30,165,0.0, 10334
Vistara,10/01/2023,New Delhi,Bengaluru,16:05,18:50,165,0.0, 10334
Air India,10/01/2023,New Delhi,Bengaluru,16:55,20:15,200,0.0, 10334
Vistara,10/01/2023,New Delhi,Bengaluru,17:30,20:25,175,0.0, 10334
AirAsia,10/01/2023,New Delhi,Bengaluru,19:05,21:45,160,0.0, 10501
"IndiGo, Star Air",10/01/2023,New Delhi,Bengaluru,15:10,21:25,375,1.0, 11364
Vistara,10/01/2023,New Delhi,Bengaluru,08:10,10:45,155,0.0, 12959
Vistara,10/01/2023,New Delhi,Bengaluru,14:10,17:00,170,0.0, 12959
Air India,10/01/2023,New Delhi,Bengaluru,15:35,18:30,175,0.0, 18345
SpiceJet,10/01/2023,New Delhi,Mumbai,20:10,10:30,860,1.0, 4841
AirAsia,10/01/2023,New Delhi,Mumbai,04:55,13:05,490,1.0, 5383
Go First,10/01/2023,New Delhi,Mumbai,02:40,04:50,130,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,06:00,08:10,130,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,07:20,09:30,130,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,14:35,16:45,130,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,18:00,20:10,130,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,20:00,22:10,130,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,21:00,23:15,135,0.0, 5409
Go First,10/01/2023,New Delhi,Mumbai,22:30,00:40,130,0.0, 5409
IndiGo,10/01/2023,New Delhi,Mumbai,11:05,16:45,340,1.0, 5592
Akasa Air,10/01/2023,New Delhi,Mumbai,16:10,18:20,130,0.0, 5790
IndiGo,10/01/2023,New Delhi,Mumbai,02:00,04:15,135,0.0, 5899
IndiGo,10/01/2023,New Delhi,Mumbai,04:45,07:10,145,0.0, 5899
IndiGo,10/01/2023,New Delhi,Mumbai,06:30,08:45,135,0.0, 5899
IndiGo,10/01/2023,New Delhi,Mumbai,08:45,11:10,145,0.0, 5899
IndiGo,10/01/2023,New Delhi,Mumbai,10:00,12:35,155,0.0, 5899
IndiGo,10/01/2023,New Delhi,Mumbai,23:00,01:20,140,0.0, 5899
SpiceJet,10/01/2023,New Delhi,Mumbai,02:00,04:15,135,0.0, 5952
SpiceJet,10/01/2023,New Delhi,Mumbai,07:00,09:15,135,0.0, 5952
SpiceJet,10/01/2023,New Delhi,Mumbai,18:10,20:05,115,0.0, 5952
SpiceJet,10/01/2023,New Delhi,Mumbai,20:00,22:05,125,0.0, 5952
Go First,10/01/2023,New Delhi,Mumbai,22:00,10:15,735,1.0, 6084
IndiGo,10/01/2023,New Delhi,Mumbai,07:15,09:40,145,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,08:10,10:05,115,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,11:00,13:20,140,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,12:00,14:20,140,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,14:15,16:30,135,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,15:45,18:00,135,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,16:25,18:40,135,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,17:25,19:40,135,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,19:20,21:30,130,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,20:20,22:35,135,0.0, 7319
IndiGo,10/01/2023,New Delhi,Mumbai,21:45,00:00,135,0.0, 7319
AirAsia,10/01/2023,New Delhi,Mumbai,20:00,02:20,380,1.0, 7319
Vistara,10/01/2023,New Delhi,Mumbai,05:45,08:00,135,0.0, 7320
Air India,10/01/2023,New Delhi,Mumbai,07:00,09:15,135,0.0, 7320
